id,Gender_A,Age_A,Householdsize,MaritalStatus,Education_A,Paidwork,Income,total_friends,total_colleagues,total_neighbors,total_grandparents,total_parents,total_siblings,total_children,total_relatives,total_allgroups,visit,receive,dining,bar,cinema,recreation,vacation,shopping,visit_category,receive_category,dining_category,bar_category,cinema_category,recreation_category,vacation_category,shopping_category
321011,1.0,3.0,2.0,2.0,3.0,40.0,4.0,5.0,13.0,5.0,0.0,1.0,0.0,0.0,4.0,28.0,0.9945205479452054,0.8630136986301369,0.0,0.0,0.0,0.0,0.0,0.03287671232876712,3,3,1,,,,,
321012,2.0,2.0,3.0,3.0,2.0,32.0,3.0,8.0,3.0,7.0,3.0,4.0,2.0,1.0,9.0,37.0,1.9808219178082191,1.8986301369863012,0.14383561643835616,0.03150684931506849,0.021917808219178082,0.3780821917808219,0.021917808219178082,0.15342465753424658,4,4,4,,,,,
321013,2.0,2.0,3.0,3.0,2.0,16.0,2.0,0.0,2.0,3.0,1.0,6.0,5.0,1.0,1.0,19.0,1.7808219178082192,1.026027397260274,0.10410958904109589,0.0,0.0,0.1232876712328767,0.0027397260273972603,0.6904109589041095,4,3,4,,,,,
321014,2.0,3.0,1.0,1.0,3.0,13.0,2.0,6.0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,14.0,0.15616438356164383,0.07260273972602739,0.0273972602739726,0.0136986301369863,0.01917808219178082,0.04657534246575342,0.0,0.01643835616438356,1,2,3,,,,,
321015,2.0,4.0,1.0,1.0,2.0,40.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.7890410958904109,0.42739726027397257,0.004109589041095891,0.0,0.0,0.00821917808219178,0.0027397260273972603,0.0027397260273972603,3,3,2,,,,,
321017,1.0,3.0,2.0,2.0,2.0,40.0,4.0,42.0,7.0,2.0,0.0,4.0,0.0,0.0,6.0,61.0,1.1438356164383563,0.11095890410958903,0.11917808219178082,0.10547945205479452,0.04520547945205479,1.0123287671232877,0.01643835616438356,0.136986301369863,3,2,4,,,,,
321018,1.0,4.0,2.0,2.0,3.0,40.0,5.0,3.0,1.0,5.0,0.0,0.0,4.0,0.0,1.0,14.0,0.23972602739726026,0.33013698630136984,0.00821917808219178,0.0,0.0,0.1328767123287671,0.0,0.0,2,2,2,,,,,
321019,2.0,1.0,3.0,3.0,2.0,0.0,1.0,20.0,0.0,6.0,6.0,4.0,8.0,1.0,20.0,65.0,1.2164383561643834,0.27671232876712326,0.019178082191780823,0.05753424657534246,0.0,1.4547945205479451,0.0,0.0,3,2,3,,,,,
321021,2.0,4.0,3.0,4.0,2.0,40.0,3.0,3.0,4.0,3.0,0.0,0.0,6.0,1.0,10.0,27.0,0.1410958904109589,0.17260273972602738,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,,,,,
321023,1.0,2.0,1.0,1.0,2.0,36.0,3.0,6.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,18.0,5.306849315068494,3.5917808219178085,0.0,1.1835616438356165,0.19726027397260273,0.7890410958904109,0.005479452054794521,0.03287671232876712,4,4,1,,,,,
321025,2.0,5.0,3.0,4.0,2.0,0.0,3.0,5.0,0.0,6.0,0.0,0.0,6.0,1.0,6.0,24.0,1.5205479452054793,0.8643835616438356,0.08904109589041095,0.0,0.0,0.0,0.0,0.03287671232876712,4,3,4,,,,,
321026,2.0,2.0,3.0,3.0,3.0,0.0,4.0,2.0,0.0,1.0,3.0,3.0,17.0,1.0,0.0,27.0,1.2506849315068493,1.2506849315068493,0.0589041095890411,0.0027397260273972603,0.0027397260273972603,0.06301369863013699,0.004109589041095891,0.0027397260273972603,3,4,3,,,,,
321027,1.0,4.0,2.0,2.0,2.0,0.0,3.0,11.0,0.0,10.0,0.0,0.0,11.0,8.0,0.0,40.0,0.3917808219178082,0.3917808219178082,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,,,,,
321028,1.0,3.0,3.0,4.0,3.0,36.0,4.0,2.0,10.0,4.0,0.0,2.0,1.0,3.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,
321030,1.0,2.0,2.0,2.0,2.0,40.0,4.0,1.0,4.0,2.0,0.0,4.0,2.0,0.0,3.0,16.0,0.34657534246575344,0.01643835616438356,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,,,,,
321032,2.0,1.0,2.0,2.0,3.0,10.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,7.0,1.4219178082191781,1.4794520547945205,0.5712328767123287,0.6931506849315068,0.24383561643835616,0.9232876712328767,0.21095890410958903,0.04931506849315068,4,4,4,,,,,
321035,2.0,3.0,2.0,2.0,2.0,20.0,1.0,3.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,10.0,0.07123287671232875,0.07123287671232875,0.0,0.0,0.0,0.10410958904109588,0.005479452054794521,0.13150684931506848,1,2,1,,,,,
321036,2.0,3.0,1.0,1.0,2.0,26.0,3.0,5.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,13.0,2.536986301369863,0.33698630136986296,0.01643835616438356,0.41917808219178077,0.00821917808219178,0.5287671232876712,0.0,0.0684931506849315,4,2,2,,,,,
321037,2.0,1.0,2.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,23.0,0.7054794520547945,0.5712328767123287,0.22328767123287668,0.12054794520547944,0.16164383561643836,0.5342465753424657,0.016438356164383564,0.22191780821917806,3,3,4,,,,,
321038,1.0,1.0,3.0,4.0,3.0,11.0,1.0,3.0,21.0,0.0,0.0,2.0,1.0,0.0,0.0,27.0,0.01643835616438356,0.0,0.0,0.3616438356164383,0.0,0.06575342465753424,0.0,0.0,1,1,1,,,,,
321039,1.0,2.0,3.0,3.0,3.0,40.0,5.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,7.0,1.0328767123287672,1.0328767123287672,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,,,,,
321040,1.0,1.0,3.0,4.0,2.0,0.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,20.0,5.587671232876712,5.3054794520547945,1.032876712328767,0.8150684931506849,0.47534246575342465,1.3616438356164382,0.589041095890411,1.3342465753424657,4,4,4,,,,,
321042,2.0,2.0,2.0,2.0,3.0,28.0,3.0,1.0,9.0,9.0,0.0,3.0,0.0,0.0,62.0,84.0,9.086301369863014,9.501369863013698,0.11369863013698629,0.04657534246575343,0.1095890410958904,1.2356164383561643,0.0273972602739726,0.07260273972602739,4,4,4,,,,,
321043,1.0,2.0,3.0,3.0,3.0,36.0,5.0,4.0,6.0,6.0,0.0,4.0,0.0,1.0,0.0,21.0,0.008219178082191782,0.008219178082191782,0.008219178082191782,0.008219178082191782,0.008219178082191782,0.008219178082191782,0.008219178082191782,0.008219178082191782,1,1,2,,,,,
321044,1.0,4.0,3.0,4.0,2.0,40.0,4.0,12.0,21.0,1.0,0.0,0.0,1.0,4.0,3.0,42.0,0.2136986301369863,0.20821917808219176,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,,,,,
321045,2.0,2.0,3.0,3.0,2.0,40.0,3.0,5.0,2.0,0.0,1.0,2.0,2.0,0.0,7.0,19.0,2.543835616438356,0.03287671232876712,0.1315068493150685,0.0,0.0,0.0,0.0,0.0,4,1,4,,,,,
321046,1.0,2.0,2.0,2.0,2.0,40.0,4.0,3.0,0.0,4.0,0.0,4.0,18.0,0.0,0.0,29.0,1.117808219178082,0.7232876712328767,0.00684931506849315,0.0,0.0,0.0027397260273972603,0.0136986301369863,0.0027397260273972603,3,3,2,,,,,
321047,2.0,2.0,2.0,2.0,3.0,40.0,4.0,6.0,20.0,3.0,2.0,3.0,5.0,0.0,52.0,91.0,1.2986301369863014,0.07397260273972601,0.21369863013698628,0.0,0.0,0.0,0.0,0.0821917808219178,3,2,4,,,,,
321049,2.0,3.0,3.0,4.0,3.0,22.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,10.0,2.0,2.0,0.06575342465753424,0.06575342465753424,0.06575342465753424,0.06575342465753424,0.06575342465753424,0.01643835616438356,4,4,3,,,,,
321051,2.0,1.0,3.0,4.0,2.0,10.0,1.0,4.0,8.0,4.0,2.0,2.0,1.0,0.0,7.0,28.0,1.1835616438356165,1.1835616438356165,0.09863013698630135,0.2958904109589041,0.004109589041095891,0.0,0.0,0.0,3,4,4,,,,,
321052,1.0,4.0,3.0,4.0,3.0,0.0,5.0,3.0,3.0,4.0,0.0,1.0,2.0,2.0,2.0,17.0,0.5232876712328767,0.5232876712328767,0.01917808219178082,0.01643835616438356,0.010958904109589041,0.2095890410958904,0.017808219178082188,0.005479452054794521,2,3,3,,,,,
321053,2.0,1.0,3.0,4.0,1.0,0.0,1.0,3.0,0.0,9.0,1.0,2.0,1.0,0.0,10.0,26.0,3.397260273972603,3.256164383561644,0.21780821917808219,0.012328767123287671,0.03150684931506849,0.8575342465753424,0.016438356164383564,0.2054794520547945,4,4,4,,,,,
321054,2.0,4.0,2.0,2.0,2.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,6.0,0.3698630136986301,0.9205479452054794,0.0,0.0,0.0,0.0,0.0,0.01643835616438356,2,3,1,,,,,
321055,2.0,3.0,1.0,1.0,3.0,32.0,4.0,6.0,0.0,0.0,0.0,2.0,12.0,0.0,17.0,37.0,1.3726027397260274,0.510958904109589,0.21369863013698628,0.0,0.0,0.39999999999999997,0.01643835616438356,0.0273972602739726,4,3,4,,,,,
321058,1.0,3.0,3.0,4.0,3.0,36.0,4.0,1.0,1.0,4.0,0.0,4.0,4.0,2.0,0.0,16.0,0.21369863013698628,0.2657534246575342,0.0027397260273972603,0.0,0.0,0.0,0.0,0.0,2,2,2,,,,,
321059,2.0,4.0,3.0,4.0,2.0,9.0,4.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,12.0,3.282191780821918,3.9397260273972603,0.015068493150684932,0.00821917808219178,0.0,0.09863013698630137,0.0027397260273972603,0.5260273972602739,4,4,2,,,,,
321060,1.0,1.0,3.0,4.0,3.0,40.0,5.0,22.0,21.0,8.0,4.0,6.0,9.0,8.0,19.0,97.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,4,4,4,,,,,
321061,1.0,3.0,1.0,1.0,2.0,0.0,3.0,8.0,12.0,2.0,0.0,2.0,0.0,1.0,5.0,30.0,0.7589041095890411,0.726027397260274,0.4657534246575342,0.0958904109589041,0.0684931506849315,0.0,0.0027397260273972603,0.03287671232876712,3,3,4,,,,,
321062,1.0,2.0,2.0,2.0,3.0,40.0,4.0,4.0,1.0,3.0,1.0,3.0,4.0,0.0,3.0,19.0,1.106849315068493,0.00821917808219178,0.0410958904109589,0.0,0.03287671232876712,0.0,0.00821917808219178,0.0,3,1,3,,,,,
321063,1.0,2.0,1.0,1.0,3.0,38.0,4.0,9.0,10.0,2.0,0.0,2.0,2.0,0.0,1.0,26.0,0.96986301369863,0.1972602739726027,0.0027397260273972603,0.0013698630136986301,0.0013698630136986301,0.0013698630136986301,0.0013698630136986301,0.0013698630136986301,3,2,2,,,,,
321071,2.0,3.0,3.0,4.0,3.0,28.0,3.0,3.0,5.0,8.0,0.0,1.0,2.0,2.0,9.0,30.0,0.14794520547945203,0.14794520547945203,0.02465753424657534,0.004109589041095891,0.00684931506849315,0.00684931506849315,0.004109589041095891,0.01780821917808219,1,2,3,,,,,
321072,2.0,4.0,2.0,4.0,2.0,20.0,2.0,1.0,0.0,0.0,1.0,1.0,4.0,3.0,8.0,18.0,1.1315068493150684,0.40273972602739727,0.0,0.0,0.0,0.09863013698630137,0.0027397260273972603,0.13150684931506848,3,3,1,,,,,
321073,2.0,3.0,2.0,2.0,2.0,28.0,2.0,2.0,2.0,1.0,2.0,2.0,9.0,0.0,33.0,51.0,0.7068493150684931,0.7068493150684931,0.005479452054794521,0.0,0.0,0.0,0.0,0.0,3,3,2,,,,,
321075,1.0,5.0,2.0,2.0,2.0,16.0,5.0,8.0,6.0,2.0,0.0,0.0,1.0,5.0,5.0,27.0,0.5767123287671232,0.40958904109589034,0.13424657534246576,0.0,0.0,0.0,0.0,0.0,3,3,4,,,,,
321076,2.0,1.0,1.0,1.0,3.0,8.0,1.0,9.0,10.0,12.0,2.0,4.0,2.0,0.0,0.0,39.0,2.058904109589041,1.6561643835616437,0.049315068493150684,0.0,0.03287671232876712,0.005479452054794521,0.005479452054794521,0.14246575342465753,4,4,3,,,,,
321078,2.0,4.0,2.0,2.0,2.0,32.0,4.0,8.0,12.0,8.0,0.0,0.0,10.0,2.0,36.0,76.0,2.1150684931506847,1.2616438356164383,0.11506849315068492,0.0,0.0,0.0,0.005479452054794521,0.11506849315068492,4,4,4,,,,,
321079,2.0,5.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,8.0,2.0,0.0,16.0,0.0136986301369863,0.1095890410958904,0.0027397260273972603,0.0,0.0,0.0013698630136986301,0.0027397260273972603,0.00821917808219178,1,2,2,,,,,
321080,2.0,4.0,2.0,2.0,2.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,9.0,0.4986301369863013,0.49726027397260275,0.0027397260273972603,0.0,0.0,0.0027397260273972603,0.0,0.0,2,3,2,,,,,
321081,1.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,9.0,14.0,4.221917808219178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,,,,,
321082,1.0,4.0,4.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.17260273972602738,0.13972602739726026,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,,,,,
321083,1.0,1.0,3.0,2.0,2.0,7.0,3.0,2.0,8.0,7.0,2.0,2.0,2.0,0.0,0.0,23.0,0.13150684931506848,0.09863013698630137,0.0027397260273972603,0.0,0.0,0.0,0.0,0.0,1,2,2,,,,,
321084,2.0,4.0,3.0,4.0,2.0,15.0,1.0,6.0,1.0,27.0,0.0,1.0,6.0,2.0,6.0,49.0,0.10273972602739725,0.17671232876712328,0.005479452054794521,0.0,0.0013698630136986301,0.0,0.0,0.0027397260273972603,1,2,2,,,,,
321085,1.0,4.0,3.0,4.0,2.0,0.0,2.0,6.0,0.0,5.0,0.0,1.0,1.0,2.0,0.0,15.0,0.30410958904109586,0.6821917808219178,0.16712328767123288,0.0,0.0,0.0,0.012328767123287671,0.07945205479452054,2,3,4,,,,,
321086,1.0,4.0,3.0,4.0,2.0,40.0,4.0,1.0,21.0,16.0,1.0,0.0,0.0,2.0,4.0,45.0,0.0013698630136986301,0.0013698630136986301,0.0013698630136986301,0.0013698630136986301,0.0013698630136986301,0.0013698630136986301,0.0013698630136986301,0.0013698630136986301,1,1,1,,,,,
321087,2.0,3.0,3.0,4.0,2.0,16.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.26301369863013696,0.26301369863013696,0.0027397260273972603,0.0027397260273972603,0.0027397260273972603,0.0027397260273972603,0.0027397260273972603,0.01643835616438356,2,2,2,,,,,
321088,2.0,2.0,3.0,3.0,2.0,10.0,1.0,13.0,0.0,7.0,7.0,6.0,8.0,0.0,21.0,62.0,2.150684931506849,2.0082191780821916,0.09863013698630135,0.0027397260273972603,0.00821917808219178,0.00821917808219178,0.0013698630136986301,0.11506849315068493,4,4,4,,,,,
321089,2.0,4.0,2.0,2.0,2.0,40.0,4.0,10.0,6.0,24.0,4.0,8.0,1.0,0.0,3.0,56.0,2.367123287671233,2.367123287671233,0.004109589041095891,0.008219178082191782,0.008219178082191782,0.008219178082191782,0.0,0.0,4,4,2,,,,,
321090,2.0,4.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,9.0,2.0,0.0,16.0,0.09863013698630137,0.03287671232876712,0.0027397260273972603,0.0,0.0,0.0,0.0,0.13150684931506848,1,1,2,,,,,
321093,2.0,3.0,1.0,1.0,2.0,24.0,3.0,3.0,3.0,6.0,0.0,1.0,10.0,0.0,19.0,42.0,1.495890410958904,1.5452054794520547,0.057534246575342465,0.02465753424657534,0.0,0.03287671232876712,0.0,0.03287671232876712,4,4,3,,,,,
321095,1.0,2.0,1.0,1.0,2.0,38.0,4.0,5.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,14.0,0.15616438356164383,1.2561643835616438,0.0027397260273972603,0.0,0.0,0.0,0.0,0.0,1,4,2,,,,,
321096,1.0,3.0,3.0,3.0,2.0,40.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,3.0,0.0,12.0,1.3287671232876712,1.2301369863013698,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,,,,,
321097,2.0,4.0,3.0,4.0,2.0,20.0,2.0,9.0,2.0,3.0,0.0,0.0,3.0,2.0,8.0,27.0,0.7465753424657533,1.436986301369863,0.00821917808219178,0.0,0.0,0.0,0.0013698630136986301,0.09863013698630137,3,4,2,,,,,
321099,2.0,3.0,3.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,3.0,3.0,2.0,2.0,13.0,0.3205479452054794,0.5506849315068493,0.028767123287671233,0.005479452054794521,0.005479452054794521,0.008219178082191782,0.010958904109589041,0.036986301369863014,2,3,3,,,,,
321101,1.0,2.0,2.0,2.0,3.0,40.0,4.0,6.0,3.0,3.0,0.0,4.0,2.0,0.0,10.0,28.0,2.4767123287671233,0.0821917808219178,0.00821917808219178,0.0,0.00821917808219178,0.7972602739726027,0.00821917808219178,0.09863013698630137,4,2,2,,,,,
321102,1.0,2.0,1.0,1.0,1.0,16.0,2.0,21.0,10.0,4.0,0.0,4.0,2.0,0.0,1.0,42.0,3.249315068493151,2.5547945205479454,0.0,0.0,0.0,0.0,0.0,0.0,4,4,1,,,,,
321104,1.0,2.0,2.0,2.0,2.0,40.0,4.0,7.0,8.0,5.0,0.0,3.0,7.0,0.0,6.0,36.0,0.4986301369863013,0.06438356164383562,0.024657534246575342,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.012328767123287671,0.03698630136986301,2,1,3,,,,,
321105,1.0,4.0,2.0,4.0,3.0,0.0,5.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,13.0,0.42876712328767125,0.49452054794520545,0.03698630136986301,0.009589041095890411,0.008219178082191782,0.01643835616438356,0.009589041095890411,0.01643835616438356,2,3,3,,,,,
321106,1.0,2.0,2.0,2.0,2.0,40.0,4.0,2.0,2.0,1.0,0.0,4.0,3.0,0.0,5.0,17.0,1.7191780821917808,0.1095890410958904,0.13150684931506848,0.0027397260273972603,0.005479452054794521,0.07534246575342465,0.00684931506849315,0.09863013698630137,4,2,4,,,,,
321107,1.0,2.0,2.0,2.0,2.0,40.0,4.0,1.0,1.0,3.0,1.0,4.0,3.0,0.0,6.0,19.0,0.22465753424657534,0.5369863013698629,0.03424657534246575,0.026027397260273973,0.026027397260273973,0.026027397260273973,0.028767123287671233,0.0273972602739726,2,3,3,,,,,
321108,2.0,5.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,10.0,0.3410958904109589,0.26164383561643834,0.0684931506849315,0.01643835616438356,0.03424657534246575,0.028767123287671233,0.0027397260273972603,0.02054794520547945,2,2,3,,,,,
321110,1.0,2.0,1.0,1.0,2.0,40.0,4.0,1.0,0.0,4.0,0.0,3.0,5.0,0.0,4.0,17.0,0.008219178082191782,0.005479452054794521,0.00821917808219178,0.0,0.0,0.00821917808219178,0.00821917808219178,0.00821917808219178,1,1,2,,,,,
321112,1.0,5.0,2.0,2.0,3.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,8.0,0.06438356164383562,0.05616438356164383,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,
321115,2.0,3.0,2.0,2.0,2.0,39.0,4.0,0.0,4.0,1.0,0.0,1.0,2.0,2.0,0.0,10.0,0.26849315068493146,0.136986301369863,0.0410958904109589,0.0,0.0,0.0,0.0,0.19726027397260273,2,2,3,,,,,
321116,1.0,3.0,3.0,3.0,3.0,36.0,5.0,9.0,12.0,4.0,4.0,4.0,1.0,0.0,4.0,38.0,6.1136986301369864,11.512328767123288,9.646575342465754,5.860273972602739,9.567123287671233,6.947945205479452,6.454794520547945,3.263013698630137,4,4,4,,,,,
321117,2.0,4.0,1.0,1.0,2.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.8876712328767122,0.0,0.0,0.0,0.0,0.0,0.0,1,4,1,,,,,
321118,1.0,4.0,2.0,2.0,3.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,19.0,0.31095890410958904,0.17945205479452053,0.028767123287671233,0.021917808219178082,0.0273972602739726,0.028767123287671233,0.023287671232876714,0.05342465753424657,2,2,3,,,,,
321120,2.0,3.0,2.0,2.0,2.0,25.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,8.0,0.09863013698630135,0.4602739726027397,0.0013698630136986301,0.0013698630136986301,0.0013698630136986301,0.0013698630136986301,0.0013698630136986301,0.13150684931506848,1,3,1,,,,,
321121,2.0,3.0,3.0,3.0,2.0,28.0,2.0,9.0,8.0,21.0,4.0,4.0,6.0,3.0,19.0,74.0,0.27123287671232876,0.3616438356164383,0.20273972602739723,0.0136986301369863,0.0,0.0,0.0,0.02465753424657534,2,3,4,,,,,
321122,2.0,4.0,2.0,2.0,3.0,24.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.03287671232876712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,
321123,2.0,2.0,1.0,1.0,2.0,40.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,11.0,20.0,1.2246575342465753,1.6602739726027398,0.03287671232876712,0.00821917808219178,0.00821917808219178,0.1315068493150685,0.0,0.06027397260273972,3,4,3,,,,,
321124,1.0,3.0,1.0,1.0,3.0,40.0,5.0,4.0,4.0,0.0,0.0,2.0,4.0,0.0,2.0,16.0,0.00821917808219178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,
321125,2.0,3.0,2.0,2.0,3.0,20.0,2.0,9.0,3.0,7.0,4.0,3.0,1.0,1.0,0.0,28.0,5.7972602739726025,3.350684931506849,0.11232876712328767,0.0,0.10136986301369862,0.17260273972602738,0.008219178082191782,1.1424657534246576,4,4,4,,,,,
321126,1.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,8.0,1.0301369863013699,1.052054794520548,0.03561643835616438,0.0,0.0,0.00821917808219178,0.005479452054794521,0.00821917808219178,3,3,3,,,,,
321127,1.0,2.0,3.0,3.0,3.0,40.0,3.0,4.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,12.0,7.447945205479452,3.3904109589041096,0.6493150684931507,0.7726027397260273,0.7260273972602739,0.3616438356164383,0.5342465753424658,0.2643835616438356,4,4,4,,,,,
321128,2.0,6.0,2.0,2.0,2.0,0.0,3.0,4.0,0.0,1.0,1.0,2.0,3.0,2.0,5.0,18.0,3.4136986301369863,3.1301369863013697,0.035616438356164376,0.0,0.01917808219178082,0.0,0.0273972602739726,0.021917808219178082,4,4,3,,,,,
