,id,id_contact,Gender_A,Age_A,Householdsize,MaritalStatus,Education_A,Income,age_diff,edu_diff,gender_diff,duration,distance,socialcategory,visit,receive,dining,bar,cinema,recreation,vacation,shopping,Paidwork
22,320995,CARLA,1.0,4.0,3.0,4.0,3.0,5.0,-1.0,0.0,-1.0,5.0,6.0,1.0,4.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,40
23,320995,CHARLES,1.0,4.0,3.0,4.0,3.0,5.0,1.0,1.0,0.0,4.0,5.0,1.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,40
24,320995,DIEDERIK,1.0,4.0,3.0,4.0,3.0,5.0,1.0,1.0,0.0,4.0,4.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,40
25,320995,ELLEN,1.0,4.0,3.0,4.0,3.0,5.0,3.0,0.0,-1.0,4.0,7.0,1.0,5.0,2.0,7.0,8.0,8.0,8.0,8.0,8.0,40
26,320995,ELS,1.0,4.0,3.0,4.0,3.0,5.0,2.0,1.0,-1.0,4.0,7.0,1.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,40
27,320995,ERNST,1.0,4.0,3.0,4.0,3.0,5.0,0.0,0.0,0.0,5.0,2.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,40
28,320995,EVA,1.0,4.0,3.0,4.0,3.0,5.0,2.0,1.0,-1.0,3.0,1.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
29,320995,EVERT,1.0,4.0,3.0,4.0,3.0,5.0,2.0,1.0,-1.0,3.0,1.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
30,320995,FRITS,1.0,4.0,3.0,4.0,3.0,5.0,0.0,0.0,0.0,4.0,7.0,4.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,40
31,320995,GERARD,1.0,4.0,3.0,4.0,3.0,5.0,0.0,1.0,-1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,40
32,320995,GERRIT,1.0,4.0,3.0,4.0,3.0,5.0,0.0,1.0,0.0,5.0,4.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
33,320995,HERMAN,1.0,4.0,3.0,4.0,3.0,5.0,1.0,1.0,0.0,3.0,7.0,1.0,6.0,5.0,7.0,8.0,6.0,7.0,8.0,8.0,40
34,320995,HUUB,1.0,4.0,3.0,4.0,3.0,5.0,0.0,1.0,0.0,3.0,5.0,2.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,40
35,320995,INGEBORG,1.0,4.0,3.0,4.0,3.0,5.0,0.0,0.0,-1.0,5.0,8.0,1.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,40
36,320995,JAN,1.0,4.0,3.0,4.0,3.0,5.0,0.0,0.0,-1.0,3.0,6.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,40
37,320995,JAN-JACOB,1.0,4.0,3.0,4.0,3.0,5.0,0.0,1.0,0.0,5.0,7.0,1.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,40
38,320995,JAQUES,1.0,4.0,3.0,4.0,3.0,5.0,0.0,0.0,0.0,4.0,9.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,40
39,320995,JOB,1.0,4.0,3.0,4.0,3.0,5.0,1.0,1.0,0.0,5.0,8.0,6.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,40
40,320995,JOHAN,1.0,4.0,3.0,4.0,3.0,5.0,0.0,1.0,0.0,5.0,2.0,8.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
41,320995,JOS,1.0,4.0,3.0,4.0,3.0,5.0,0.0,1.0,-1.0,2.0,1.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
42,320995,KAREL,1.0,4.0,3.0,4.0,3.0,5.0,0.0,1.0,0.0,5.0,9.0,1.0,5.0,4.0,6.0,8.0,5.0,8.0,8.0,7.0,40
43,320995,KARL,1.0,4.0,3.0,4.0,3.0,5.0,0.0,1.0,0.0,4.0,9.0,1.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,40
44,320995,LIDY,1.0,4.0,3.0,4.0,3.0,5.0,0.0,1.0,-1.0,3.0,8.0,1.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,40
45,320995,LIES,1.0,4.0,3.0,4.0,3.0,5.0,-1.0,1.0,-1.0,5.0,5.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
46,320995,LOTJE,1.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0,-1.0,3.0,1.0,3.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
47,320995,LOTTE,1.0,4.0,3.0,4.0,3.0,5.0,0.0,0.0,-1.0,4.0,6.0,2.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,40
48,320995,LOTTI,1.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0,-1.0,3.0,1.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
49,320995,MAARTEN,1.0,4.0,3.0,4.0,3.0,5.0,1.0,0.0,0.0,4.0,3.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,40
50,320995,MARCO,1.0,4.0,3.0,4.0,3.0,5.0,0.0,1.0,-1.0,5.0,1.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,40
51,320995,MARGOT,1.0,4.0,3.0,4.0,3.0,5.0,1.0,0.0,-1.0,4.0,6.0,2.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,40
52,320995,MARIJKE,1.0,4.0,3.0,4.0,3.0,5.0,0.0,1.0,-1.0,5.0,5.0,1.0,1.0,1.0,6.0,8.0,6.0,6.0,7.0,6.0,40
53,320995,MARIKA,1.0,4.0,3.0,4.0,3.0,5.0,1.0,1.0,-1.0,1.0,1.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
54,320995,MARISKA,1.0,4.0,3.0,4.0,3.0,5.0,-3.0,2.0,-1.0,3.0,1.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
55,320995,MARLIES,1.0,4.0,3.0,4.0,3.0,5.0,1.0,1.0,-1.0,5.0,3.0,1.0,2.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,40
56,320995,NARDY,1.0,4.0,3.0,4.0,3.0,5.0,0.0,2.0,-1.0,4.0,1.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
57,320995,PIET,1.0,4.0,3.0,4.0,3.0,5.0,-0.0,1.0,0.0,4.0,8.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,40
58,320995,PIETER,1.0,4.0,3.0,4.0,3.0,5.0,1.0,1.0,0.0,4.0,7.0,1.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,40
59,320995,RENO,1.0,4.0,3.0,4.0,3.0,5.0,2.0,0.0,0.0,3.0,2.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,40
60,320995,RIA,1.0,4.0,3.0,4.0,3.0,5.0,-0.0,1.0,-1.0,4.0,7.0,2.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,40
61,320995,RIET,1.0,4.0,3.0,4.0,3.0,5.0,0.0,1.0,-1.0,5.0,3.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,40
62,320995,ROBERT,1.0,4.0,3.0,4.0,3.0,5.0,2.0,1.0,0.0,2.0,6.0,2.0,7.0,6.0,8.0,8.0,5.0,8.0,8.0,8.0,40
63,320995,ROY,1.0,4.0,3.0,4.0,3.0,5.0,3.0,1.0,0.0,5.0,5.0,2.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,40
64,320995,SANDER,1.0,4.0,3.0,4.0,3.0,5.0,1.0,0.0,0.0,5.0,8.0,6.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,40
65,320995,SINI,1.0,4.0,3.0,4.0,3.0,5.0,-1.0,2.0,-1.0,5.0,8.0,4.0,3.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,40
66,320995,TIES,1.0,4.0,3.0,4.0,3.0,5.0,0.0,0.0,0.0,2.0,6.0,4.0,8.0,8.0,4.0,4.0,4.0,4.0,4.0,4.0,40
67,320995,TRUUS,1.0,4.0,3.0,4.0,3.0,5.0,2.0,1.0,-1.0,4.0,1.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
68,320996,1,1.0,4.0,2.0,2.0,2.0,5.0,-0.0,0.0,0.0,5.0,4.0,4.0,6.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,15
69,320996,2,1.0,4.0,2.0,2.0,2.0,5.0,-0.0,0.0,-1.0,5.0,3.0,4.0,6.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,15
70,320996,3,1.0,4.0,2.0,2.0,2.0,5.0,-1.0,1.0,-1.0,5.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
71,320996,4,1.0,4.0,2.0,2.0,2.0,5.0,0.0,1.0,-1.0,5.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
72,320996,5,1.0,4.0,2.0,2.0,2.0,5.0,1.0,1.0,0.0,5.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
73,320996,6,1.0,4.0,2.0,2.0,2.0,5.0,1.0,1.0,-1.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
74,320998,1,1.0,4.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,5.0,7.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
75,320998,10,1.0,4.0,2.0,2.0,3.0,4.0,0.0,0.0,-1.0,5.0,4.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
76,320998,11,1.0,4.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,5.0,7.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,40
77,320998,12,1.0,4.0,2.0,2.0,3.0,4.0,0.0,1.0,0.0,4.0,7.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,40
78,320998,13,1.0,4.0,2.0,2.0,3.0,4.0,1.0,0.0,0.0,4.0,8.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,40
79,320998,14,1.0,4.0,2.0,2.0,3.0,4.0,1.0,1.0,0.0,4.0,4.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,40
80,320998,15,1.0,4.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,4.0,5.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,40
81,320998,2,1.0,4.0,2.0,2.0,3.0,4.0,0.0,0.0,-1.0,5.0,7.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
82,320998,21,1.0,4.0,2.0,2.0,3.0,4.0,1.0,1.0,0.0,4.0,1.0,3.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,40
83,320998,22,1.0,4.0,2.0,2.0,3.0,4.0,1.0,1.0,-1.0,4.0,1.0,3.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,40
84,320998,23,1.0,4.0,2.0,2.0,3.0,4.0,-1.0,0.0,0.0,5.0,1.0,3.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,40
85,320998,24,1.0,4.0,2.0,2.0,3.0,4.0,-2.0,2.0,-1.0,5.0,1.0,3.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,40
86,320998,3,1.0,4.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,5.0,2.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
87,320998,31,1.0,4.0,2.0,2.0,3.0,4.0,-2.0,1.0,-1.0,5.0,8.0,5.0,5.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,40
88,320998,4,1.0,4.0,2.0,2.0,3.0,4.0,0.0,0.0,-1.0,5.0,2.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
89,320998,41,1.0,4.0,2.0,2.0,3.0,4.0,-2.0,2.0,-1.0,5.0,1.0,6.0,5.0,5.0,7.0,0.0,6.0,0.0,0.0,0.0,40
90,320998,5,1.0,4.0,2.0,2.0,3.0,4.0,0.0,1.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
91,320998,51,1.0,4.0,2.0,2.0,3.0,4.0,2.0,0.0,0.0,5.0,8.0,7.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,40
92,320998,52,1.0,4.0,2.0,2.0,3.0,4.0,2.0,0.0,0.0,5.0,8.0,7.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,40
93,320998,6,1.0,4.0,2.0,2.0,3.0,4.0,0.0,1.0,-1.0,5.0,3.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
94,320998,61,1.0,4.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,5.0,8.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
95,320998,62,1.0,4.0,2.0,2.0,3.0,4.0,0.0,1.0,-1.0,5.0,8.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
96,320998,63,1.0,4.0,2.0,2.0,3.0,4.0,1.0,1.0,0.0,5.0,8.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
97,320998,64,1.0,4.0,2.0,2.0,3.0,4.0,1.0,1.0,-1.0,5.0,8.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
98,320998,65,1.0,4.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,5.0,8.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
99,320998,66,1.0,4.0,2.0,2.0,3.0,4.0,0.0,1.0,-1.0,5.0,8.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
100,320998,67,1.0,4.0,2.0,2.0,3.0,4.0,0.0,1.0,0.0,5.0,8.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
101,320998,68,1.0,4.0,2.0,2.0,3.0,4.0,0.0,1.0,-1.0,5.0,8.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
102,320998,69,1.0,4.0,2.0,2.0,3.0,4.0,1.0,0.0,0.0,5.0,1.0,8.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,40
103,320998,7,1.0,4.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,5.0,8.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
104,320998,70,1.0,4.0,2.0,2.0,3.0,4.0,1.0,1.0,-1.0,5.0,1.0,8.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,40
105,320998,8,1.0,4.0,2.0,2.0,3.0,4.0,0.0,1.0,-1.0,5.0,8.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
106,320998,9,1.0,4.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,5.0,4.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40
107,321000,A,2.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,4.0,6.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,18
108,321000,Aw,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0,8.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,18
109,321000,C,2.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,18
110,321000,D,2.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,18
111,321000,E,2.0,3.0,3.0,3.0,3.0,1.0,-4.0,2.0,0.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
112,321000,F,2.0,3.0,3.0,3.0,3.0,1.0,-4.0,2.0,1.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
113,321000,H,2.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18
114,321000,I,2.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,4.0,1.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,18
115,321000,J,2.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,4.0,5.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,18
116,321000,K,2.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,5.0,7.0,6.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,18
117,321000,M,2.0,3.0,3.0,3.0,3.0,1.0,-2.0,2.0,1.0,4.0,1.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18
118,321000,P,2.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,5.0,6.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,18
119,321000,Rd,2.0,3.0,3.0,3.0,3.0,1.0,-4.0,2.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
120,321000,Rg,2.0,3.0,3.0,3.0,3.0,1.0,-4.0,2.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
121,321000,S,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0,3.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,18
122,321000,a,2.0,3.0,3.0,3.0,3.0,1.0,-1.0,1.0,0.0,4.0,4.0,5.0,4.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,18
123,321000,i,2.0,3.0,3.0,3.0,3.0,1.0,-2.0,1.0,0.0,5.0,8.0,5.0,5.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,18
124,321000,m,2.0,3.0,3.0,3.0,3.0,1.0,-2.0,1.0,1.0,5.0,8.0,5.0,5.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,18
125,321000,o,2.0,3.0,3.0,3.0,3.0,1.0,-3.0,1.0,0.0,4.0,4.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,18
126,321000,r,2.0,3.0,3.0,3.0,3.0,1.0,-1.0,1.0,1.0,4.0,4.0,5.0,4.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,18
127,321001,1,2.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,0.0,5.0,7.0,1.0,6.0,6.0,5.0,8.0,6.0,6.0,7.0,6.0,24
128,321001,2,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,4.0,7.0,1.0,6.0,6.0,6.0,8.0,7.0,6.0,8.0,6.0,24
129,321001,3,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,5.0,4.0,1.0,6.0,6.0,7.0,8.0,7.0,6.0,8.0,6.0,24
130,321001,4,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,4.0,9.0,1.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,24
131,321001,5,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,4.0,6.0,1.0,6.0,6.0,6.0,8.0,8.0,6.0,8.0,7.0,24
132,321001,6,2.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,0.0,5.0,3.0,1.0,6.0,6.0,7.0,8.0,8.0,6.0,8.0,8.0,24
133,321001,7,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,4.0,7.0,1.0,5.0,5.0,6.0,8.0,7.0,6.0,7.0,6.0,24
134,321001,8,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,4.0,4.0,6.0,8.0,8.0,5.0,7.0,7.0,24
135,321001,9,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,0.0,4.0,3.0,1.0,5.0,5.0,6.0,8.0,8.0,5.0,7.0,7.0,24
136,321003,Ali,2.0,3.0,1.0,1.0,3.0,4.0,0.0,1.0,1.0,4.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
137,321003,Antoinet,2.0,3.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,5.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,32
138,321003,Christa,2.0,3.0,1.0,1.0,3.0,4.0,-1.0,1.0,0.0,5.0,1.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,32
139,321003,Danny,2.0,3.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
140,321003,Ellen,2.0,3.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
141,321003,Esther,2.0,3.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
142,321003,Gardo,2.0,3.0,1.0,1.0,3.0,4.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,32
143,321003,Gerda,2.0,3.0,1.0,1.0,3.0,4.0,-1.0,2.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
144,321003,Jacqueline,2.0,3.0,1.0,1.0,3.0,4.0,-1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,32
145,321003,Jan,2.0,3.0,1.0,1.0,3.0,4.0,-2.0,2.0,1.0,5.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
146,321003,Janet,2.0,3.0,1.0,1.0,3.0,4.0,-2.0,2.0,0.0,5.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,32
147,321003,Jeroen,2.0,3.0,1.0,1.0,3.0,4.0,0.0,2.0,1.0,5.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
148,321003,Jim,2.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,5.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
149,321003,Jojo,2.0,3.0,1.0,1.0,3.0,4.0,0.0,0.0,1.0,5.0,3.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,32
150,321003,Jos,2.0,3.0,1.0,1.0,3.0,4.0,-1.0,2.0,1.0,1.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
